Serial#,Site#, ProberX#,ProberY#,HW Bin#,SW Bin#,OPEN_SHORT_TEST_VPP_D,OPEN_SHORT_TEST_GPIO0_D,OPEN_SHORT_TEST_GPIO1_D,OPEN_SHORT_TEST_GPIO2_D,OPEN_SHORT_TEST_GPIO3_D,OPEN_SHORT_TEST_GPO0_D,OPEN_SHORT_TEST_GPIO4_D,OPEN_SHORT_TEST_GPIO5_D,OPEN_SHORT_TEST_GPIO6_D,OPEN_SHORT_TEST_GPIO7_D,OPEN_SHORT_TEST_GPIO8_D,OPEN_SHORT_TEST_GPIO9_D,POWER_SHORT_VDD,CHECK_SITE_I_site,CHECK_SITE_code_check_sum,CKCKB_TEST_i2c_Test_w.ck_write,CKCKB_TEST_i2c_Test_r.ck_read,CKCKB_TEST_i2c_Test_w.ckb_write,CKCKB_TEST_i2c_Test_r.ckb_read,ICC_test_5P65_i2c_Test_w.icc_int_code_write,ICC_test_5P65_i2c_Test_r.read_allregister,ICC_test_5P65_VDD,vbgtrim_test_i2c_Test_w.vbg_int_code_cm02B,vbgtrim_test_vbg_voltage,vbgtrim_test_vbg_value,vbgtrim_test_vbg_diff,vbgtrim_test_vbg_value_final,acmptrim_test_i2c_Test_w.vbg_int_code_cm02B,acmptrim_test_acmp_Test.acmp_trim,acmptrim_test_acmp_trim_value,osctrim_test_i2c_Test_w.vbg_int_code_cm02B,osctrim_test_rcosc_freq,osctrim_test_rcosc_diff,osctrim_test_rcosc_trimvalue,osctrim_test_i2c_Test_r.read_allregister,osctrim_test_rcosc_trimvalue_final,osctrim_test_i2c_Test_w.0xF0_0x01_write,osctrim_test_i2c_Test_w.0xF3_0x80_write,osctrim_test_i2c_Test_w.0xF5_0x09_write,osctrim_test_lcosc_freq,osctrim_test_lcosc_diff,osctrim_test_lcosc_trimvalue,osctrim_test_lcosc_trimvalue_final,LUT_test_i2c_Test_w.vbg_int_code_cm02B,LUT_test_i2c_Test_r.read_allregister,LUT_test_lut_Test.lut,PR_test_i2c_Test_w.pr_int_code_write,PR_test_i2c_Test_r.read_allregister,PR_test_pr_test.pr,TRIM_PROG_i2c_progame_low.5AtoA5_trim_progame,TRIM_READ_i2c_Test_r.read_allregister,TRIM_READ_i2c_Test_r.5AtoA5_value_read,TRIM_LOCKED_i2c_progame.trim_locked,LS8C10001T_V_code_PROG_i2c_progame.LS8C10001T_V_code_program,LS8C10001T_V_code_PROG_i2c_Test_r.read_allregister,NVM_LOCKED_i2c_progame.nvm_locked,TRIM_READ_i2c_Test_r.read_allregister,TRIM_READ_i2c_Test_r.LS8C10001T_V_code_read,LS8C10001T_V_ATE_1230mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_615mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_288mV_LS8C10001T_V_ATE.LS8C10001T_V_ATE1,LS8C10001T_V_ATE_PAT_LS8C10001T_V_ATE.LS8C10001T_V_ATE2,LS8C10001T_V_ATE_PAT_LS8C10001T_V_ATE.LS8C10001T_V_ATE3,
133, 0,267,0, 1,1,-499.547,-629.911,-630.544,-609.070,-603.217,-604.870,-606.840,-609.121,-610.076,-610.259,-606.422,-616.023,0.035,499.202,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.362,PASS,1229.410,27.000,0.590,27.000,PASS,PASS,0.000,PASS,2.490,9.960,43.000,PASS,43.000,PASS,PASS,PASS,2009.223,9.222,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
133, 1,267,1, 1,1,-491.748,-624.578,-623.726,-604.315,-601.890,-598.948,-598.366,-604.340,-602.239,-602.375,-597.888,-598.753,0.151,502.428,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.380,PASS,1231.096,27.000,1.096,26.000,PASS,PASS,0.000,PASS,2.530,29.852,39.000,PASS,38.000,PASS,PASS,PASS,1989.290,10.710,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
134, 0,269,0, 1,1,-497.670,-629.210,-630.411,-610.579,-605.052,-605.195,-603.841,-609.317,-610.196,-606.315,-605.950,-612.301,0.209,499.032,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.401,PASS,1229.586,27.000,0.414,27.000,PASS,PASS,0.000,PASS,2.474,26.222,41.000,PASS,41.000,PASS,PASS,PASS,2020.614,20.613,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
134, 1,269,1, 1,1,-496.018,-627.074,-625.584,-605.997,-604.200,-601.111,-603.468,-605.030,-603.784,-605.024,-603.352,-600.865,0.013,501.522,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.356,PASS,1229.955,24.000,0.045,24.000,PASS,PASS,0.000,PASS,2.533,32.928,43.000,PASS,42.000,PASS,PASS,PASS,2010.050,10.050,51.000,51.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
135, 0,271,0, 1,1,-498.229,-630.980,-628.713,-610.041,-603.093,-600.482,-603.994,-608.567,-609.843,-610.283,-605.335,-609.534,-0.006,499.249,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.314,PASS,1230.977,27.000,0.977,26.000,PASS,PASS,0.000,PASS,2.520,20.161,43.000,PASS,42.000,PASS,PASS,PASS,1988.035,11.965,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
135, 1,271,1, 1,1,-484.666,-623.934,-624.528,-605.258,-603.293,-601.713,-599.501,-606.059,-599.454,-597.661,-601.521,-600.007,-0.243,501.522,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.341,PASS,1228.839,25.000,1.161,26.000,PASS,PASS,0.000,PASS,2.490,10.456,39.000,PASS,39.000,PASS,PASS,PASS,1995.591,4.409,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
136, 0,273,0, 1,1,-496.606,-628.233,-628.550,-608.979,-600.343,-601.948,-600.355,-606.813,-607.141,-607.402,-605.783,-610.278,0.117,499.128,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.432,PASS,1230.901,25.000,0.901,24.000,PASS,PASS,0.000,PASS,2.501,0.500,41.000,PASS,41.000,PASS,PASS,PASS,2003.370,3.370,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
136, 1,273,1, 1,1,-491.610,-623.700,-625.417,-600.987,-599.274,-595.824,-596.664,-601.430,-596.803,-599.999,-596.896,-597.012,0.070,502.762,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.359,PASS,1230.670,23.000,0.670,23.000,PASS,PASS,0.000,PASS,2.532,32.415,43.000,PASS,42.000,PASS,PASS,PASS,2015.817,15.817,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
137, 0,275,0, 1,1,-496.262,-628.800,-629.185,-608.060,-605.285,-602.549,-603.655,-607.339,-606.384,-604.894,-605.587,-609.605,0.043,499.058,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.367,PASS,1229.661,26.000,0.339,26.000,PASS,PASS,0.000,PASS,2.471,29.156,39.000,PASS,40.000,PASS,PASS,PASS,2009.843,9.843,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
137, 1,275,1, 1,1,-493.143,-626.024,-626.816,-608.996,-604.544,-604.248,-607.531,-608.911,-600.689,-604.246,-603.884,-602.005,0.146,501.880,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.277,PASS,1230.394,33.000,0.394,33.000,PASS,PASS,0.000,PASS,2.498,1.998,39.000,PASS,39.000,PASS,PASS,PASS,1995.632,4.368,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
138, 0,277,0, 1,1,-491.058,-624.432,-624.968,-603.536,-596.644,-599.555,-599.075,-604.496,-602.339,-599.133,-602.746,-604.757,0.267,499.116,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.297,PASS,1230.525,23.000,0.525,23.000,PASS,PASS,0.000,PASS,2.468,32.083,39.000,PASS,40.000,PASS,PASS,PASS,1980.978,19.022,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
138, 1,277,1, 1,1,-492.006,-627.990,-626.434,-607.632,-605.145,-601.278,-605.747,-608.563,-603.359,-602.418,-600.658,-601.728,0.158,502.261,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.369,PASS,1229.892,31.000,0.108,31.000,PASS,PASS,0.000,PASS,2.529,28.829,43.000,PASS,42.000,PASS,PASS,PASS,1989.533,10.467,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
139, 0,279,0, 1,1,-494.342,-626.916,-627.592,-608.279,-603.984,-600.892,-602.399,-607.731,-606.279,-604.951,-605.931,-610.097,0.255,499.089,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.392,PASS,1228.784,29.000,1.216,30.000,PASS,PASS,0.000,PASS,2.496,3.994,41.000,PASS,41.000,PASS,PASS,PASS,1999.964,0.036,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
139, 1,279,1, 1,1,-491.070,-625.714,-625.402,-602.436,-601.708,-599.072,-602.534,-603.011,-598.758,-602.404,-599.935,-596.011,-0.036,501.665,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.311,PASS,1230.243,37.000,0.243,37.000,PASS,PASS,0.000,PASS,2.524,23.723,39.000,PASS,38.000,PASS,PASS,PASS,2011.789,11.789,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
140, 0,281,0, 1,1,-493.354,-627.021,-627.038,-601.316,-592.836,-591.190,-593.990,-597.525,-596.288,-596.505,-596.900,-599.131,-0.059,498.939,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.368,PASS,1229.961,31.000,0.039,31.000,PASS,PASS,0.000,PASS,2.516,16.103,39.000,PASS,39.000,PASS,PASS,PASS,1982.667,17.333,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
140, 1,281,1, 1,1,-494.022,-627.732,-626.362,-605.935,-602.357,-602.357,-603.568,-605.830,-604.504,-602.752,-602.724,-597.313,0.121,501.665,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.316,PASS,1229.378,21.000,0.622,21.000,PASS,PASS,12.000,PASS,2.489,10.952,39.000,PASS,39.000,PASS,PASS,PASS,1998.041,1.959,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
141, 0,283,0, 5,51,-488.030,-627.951,-626.447,-601.135,-597.850,-600.348,-601.262,-600.678,-603.373,-602.128,-597.205,-601.255,0.039,499.221,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.355,PASS,1231.290,35.000,1.290,34.000,PASS,PASS,0.000,PASS,2.479,20.825,37.000,PASS,38.000,PASS,PASS,PASS,1986.862,13.138,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,,,,,,,,,,,
141, 1,283,1, 1,1,-492.131,-625.599,-625.641,-602.227,-601.780,-599.014,-600.111,-601.378,-600.799,-600.333,-596.460,-599.254,-0.174,502.047,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.371,PASS,1228.450,31.000,1.550,32.000,PASS,PASS,0.000,PASS,2.512,11.553,40.000,PASS,40.000,PASS,PASS,PASS,1981.782,18.218,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
142, 0,285,0, 1,1,-504.618,-636.831,-637.680,-615.399,-612.130,-612.047,-613.133,-616.145,-614.817,-613.077,-611.977,-621.320,-0.011,499.123,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.378,PASS,1230.876,29.000,0.876,28.000,PASS,PASS,0.000,PASS,2.505,5.010,41.000,PASS,41.000,PASS,PASS,PASS,1999.800,0.200,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
142, 1,285,1, 1,1,-492.240,-626.191,-625.436,-601.736,-599.970,-597.873,-599.673,-603.506,-597.575,-601.292,-601.953,-599.888,0.001,504.098,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.294,PASS,1231.360,29.000,1.360,28.000,PASS,PASS,0.000,PASS,2.497,2.996,39.000,PASS,39.000,PASS,PASS,PASS,1981.138,18.862,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
143, 0,287,0, 1,1,-498.177,-629.511,-630.148,-609.746,-602.826,-602.272,-605.813,-609.331,-606.208,-608.380,-607.342,-608.937,0.233,498.925,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.373,PASS,1231.277,29.000,1.277,28.000,PASS,PASS,0.000,PASS,2.511,10.544,41.000,PASS,41.000,PASS,PASS,PASS,1984.036,15.964,49.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
143, 1,287,1, 1,1,-495.029,-627.637,-627.919,-607.375,-602.673,-601.708,-606.949,-609.687,-605.495,-607.572,-599.465,-599.711,-0.068,503.430,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.387,PASS,1230.256,25.000,0.256,25.000,PASS,PASS,0.000,PASS,2.498,2.498,39.000,PASS,39.000,PASS,PASS,PASS,1989.169,10.831,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
144, 0,289,0, 1,1,-497.709,-630.765,-628.531,-607.612,-603.770,-602.979,-602.303,-606.914,-607.027,-605.113,-607.399,-610.507,-0.033,498.939,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.310,PASS,1231.215,25.000,1.215,24.000,PASS,PASS,0.000,PASS,2.499,1.499,43.000,PASS,43.000,PASS,PASS,PASS,2021.576,21.576,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
144, 1,289,1, 1,1,-482.556,-625.351,-626.974,-603.819,-600.954,-598.227,-599.034,-605.068,-601.767,-599.274,-594.432,-597.012,0.030,503.382,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.372,PASS,1229.980,31.000,0.020,31.000,PASS,PASS,0.000,PASS,2.518,18.131,41.000,PASS,40.000,PASS,PASS,PASS,2018.650,18.650,49.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
145, 0,291,0, 2,20,-1430.974,-1430.270,-1431.656,-552.096,-1431.502,-1429.378,-1432.054,-1432.088,-1428.206,-1424.220,-1428.851,-1429.171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145, 1,291,1, 1,1,-491.854,-626.176,-624.041,-600.797,-598.911,-599.325,-601.132,-602.340,-601.805,-604.924,-596.426,-599.897,0.199,502.476,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.336,PASS,1229.090,29.000,0.910,30.000,PASS,PASS,0.000,PASS,2.527,27.295,39.000,PASS,38.000,PASS,PASS,PASS,2013.697,13.697,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
146, 0,293,0, 1,1,-490.217,-625.023,-625.254,-602.131,-595.057,-593.486,-596.573,-599.665,-598.484,-600.912,-597.549,-599.093,-0.061,499.013,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.336,PASS,1229.886,27.000,0.114,27.000,PASS,PASS,0.000,PASS,2.473,26.712,37.000,PASS,38.000,PASS,PASS,PASS,2007.116,7.116,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
146, 1,293,1, 1,1,-492.245,-625.547,-623.330,-606.088,-603.622,-600.442,-602.443,-606.368,-601.485,-605.744,-600.021,-599.645,-0.081,502.261,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.283,PASS,1228.688,33.000,1.312,34.000,PASS,PASS,0.000,PASS,2.503,2.503,41.000,PASS,41.000,PASS,PASS,PASS,1998.532,1.468,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
147, 0,295,0, 1,1,-492.285,-625.572,-624.277,-603.993,-598.918,-600.200,-599.691,-603.177,-603.759,-604.016,-601.101,-605.249,0.098,499.068,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.312,PASS,1230.977,31.000,0.977,30.000,PASS,PASS,0.000,PASS,2.473,26.712,41.000,PASS,42.000,PASS,PASS,PASS,2003.452,3.452,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
147, 1,295,1, 1,1,-494.093,-627.947,-627.575,-607.790,-603.155,-601.569,-605.738,-610.140,-600.541,-604.332,-602.782,-602.549,0.041,503.477,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.348,PASS,1229.253,31.000,0.747,31.000,PASS,PASS,0.000,PASS,2.464,35.975,39.000,PASS,40.000,PASS,PASS,PASS,1995.714,4.286,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
148, 0,297,0, 1,1,-492.657,-625.281,-624.563,-605.241,-597.697,-598.806,-600.341,-604.596,-603.806,-604.708,-603.423,-605.931,0.001,499.254,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.311,PASS,1228.671,27.000,1.329,28.000,PASS,PASS,0.000,PASS,2.498,2.498,41.000,PASS,41.000,PASS,PASS,PASS,1998.450,1.550,50.000,50.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
148, 1,297,1, 1,1,-483.138,-626.062,-625.679,-604.729,-600.782,-601.058,-601.194,-603.916,-597.380,-594.888,-598.108,-596.259,0.175,503.215,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.417,PASS,1228.814,29.000,1.186,30.000,PASS,PASS,0.000,PASS,2.497,3.495,39.000,PASS,39.000,PASS,PASS,PASS,1992.781,7.219,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
149, 0,299,0, 1,1,-493.645,-624.837,-625.932,-605.612,-601.272,-599.828,-601.558,-608.256,-604.297,-602.280,-602.655,-607.573,0.189,499.221,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.273,PASS,1228.746,25.000,1.254,26.000,PASS,PASS,0.000,PASS,2.527,26.784,41.000,PASS,40.000,PASS,PASS,PASS,2011.955,11.955,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
149, 1,299,1, 1,1,-497.928,-629.517,-628.215,-609.849,-608.950,-606.182,-607.821,-611.064,-609.811,-608.636,-608.496,-604.532,0.090,504.312,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.335,PASS,1228.864,25.000,1.136,26.000,PASS,PASS,0.000,PASS,2.509,8.529,41.000,PASS,41.000,PASS,PASS,PASS,1988.642,11.358,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
150, 0,301,0, 1,1,-492.385,-625.400,-625.111,-604.159,-599.304,-597.741,-598.039,-604.099,-602.501,-603.940,-601.120,-604.786,0.074,499.094,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.358,PASS,1230.613,31.000,0.613,31.000,PASS,PASS,4.000,PASS,2.469,30.620,39.000,PASS,40.000,PASS,PASS,PASS,2008.933,8.933,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
150, 1,301,1, 1,1,-488.363,-625.041,-625.574,-602.522,-603.551,-597.548,-601.542,-602.373,-599.797,-601.946,-598.616,-595.205,-0.006,501.427,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.300,PASS,1231.021,23.000,1.021,22.000,PASS,PASS,0.000,PASS,2.497,3.495,39.000,PASS,39.000,PASS,PASS,PASS,1994.491,5.509,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
151, 0,303,0, 5,51,-482.511,-622.972,-624.525,-599.078,-595.676,-592.985,-595.952,-601.486,-597.527,-597.030,-596.876,-601.422,0.127,499.345,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.384,PASS,1229.159,31.000,0.841,31.000,PASS,PASS,0.000,PASS,2.499,0.500,39.000,PASS,39.000,PASS,PASS,PASS,2000.333,0.333,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,,,,,,,,,,,,
151, 1,303,1, 1,1,-488.449,-624.320,-624.414,-605.435,-601.460,-597.658,-600.073,-601.592,-598.038,-599.288,-595.793,-595.320,0.306,502.977,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.362,PASS,1229.240,27.000,0.760,28.000,PASS,PASS,0.000,PASS,2.505,4.508,39.000,PASS,39.000,PASS,PASS,PASS,1996.570,3.430,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
152, 0,305,0, 1,1,-495.694,-628.085,-627.845,-602.969,-603.836,-601.957,-604.146,-603.435,-606.865,-606.954,-603.962,-605.258,0.311,499.106,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.337,PASS,1230.175,26.000,0.175,26.000,PASS,PASS,0.000,PASS,2.488,11.943,41.000,PASS,41.000,PASS,PASS,PASS,2007.612,7.612,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
152, 1,305,1, 1,1,-491.734,-625.656,-626.883,-607.794,-604.701,-603.226,-600.541,-605.454,-603.288,-604.299,-600.078,-599.130,0.065,501.117,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.317,PASS,1228.500,23.000,1.500,24.000,PASS,PASS,0.000,PASS,2.507,7.020,43.000,PASS,43.000,PASS,PASS,PASS,1980.174,19.826,47.000,47.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
153, 0,307,0, 1,1,-489.716,-624.685,-625.192,-600.068,-593.341,-596.098,-598.283,-598.882,-600.986,-596.810,-596.390,-602.224,0.081,499.154,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.390,PASS,1230.638,31.000,0.638,31.000,PASS,PASS,0.000,PASS,2.520,20.161,39.000,PASS,38.000,PASS,PASS,PASS,1994.165,5.835,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
153, 1,307,1, 1,1,-492.269,-625.313,-624.266,-606.188,-603.928,-601.488,-603.764,-602.959,-602.482,-599.073,-600.467,-598.405,0.252,501.975,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.366,PASS,1229.340,33.000,0.660,33.000,PASS,PASS,0.000,PASS,2.499,0.500,41.000,PASS,41.000,PASS,PASS,PASS,1978.369,21.631,47.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
154, 0,309,0, 1,1,-491.058,-625.347,-625.512,-605.221,-599.785,-598.314,-602.241,-605.523,-602.124,-601.474,-600.610,-604.600,0.169,499.077,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.464,PASS,1228.921,25.000,1.079,26.000,PASS,PASS,0.000,PASS,2.494,5.986,39.000,PASS,39.000,PASS,PASS,PASS,1997.346,2.654,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
154, 1,309,1, 1,1,-491.419,-625.508,-623.845,-604.605,-605.437,-600.452,-603.978,-606.121,-601.795,-602.342,-600.059,-600.403,-0.200,501.522,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.328,PASS,1230.156,26.000,0.156,26.000,PASS,PASS,0.000,PASS,2.493,6.980,41.000,PASS,41.000,PASS,PASS,PASS,2009.388,9.388,49.000,49.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
155, 0,311,0, 1,1,-485.700,-625.481,-626.542,-604.693,-598.236,-598.257,-600.002,-603.985,-603.430,-602.228,-600.657,-603.612,0.242,499.154,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.326,PASS,1230.901,27.000,0.901,27.000,PASS,PASS,0.000,PASS,2.514,13.573,39.000,PASS,39.000,PASS,PASS,PASS,2004.233,4.233,48.000,48.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,
